route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00602,N,00602_A_N_1843,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1841,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0430,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1905,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_2250,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0731,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0759,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1205,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0753,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_B_N_1327,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0856,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0909,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1247,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1408,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1639,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_2046,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1432,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1626,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_2005,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1951,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0610,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_2010,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0510,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0833,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0921,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1043,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1449,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0959,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1031,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1409,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1511,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1801,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_2300,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1535,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1748,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_2140,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0613,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0732,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_2140,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0652,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0935,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_B_RD_1038,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1205,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1611,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1102,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1153,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1531,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1614,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1923,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1638,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1910,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_2335,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_2220,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0854,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0515,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_A_RD_2340,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0814,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0936,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1141,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1327,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1733,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1205,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1315,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1653,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1717,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_2046,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1741,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_2035,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0554,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0610,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1016,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0633,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0550,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0719,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1058,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1244,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1449,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1855,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1308,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1437,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1815,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1820,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_2300,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1844,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_2215,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0711,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0732,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1138,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0733,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_B_N_1300,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0835,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0841,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1220,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1347,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1611,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_2017,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1411,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1559,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1937,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1924,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0544,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1947,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0430,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0812,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0854,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1016,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1422,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0938,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1003,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1342,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1450,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1733,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_2210,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1514,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1721,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_2105,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0430,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0705,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_2100,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0625,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0914,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_B_RD_1017,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1138,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1544,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1041,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1125,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1504,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1553,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1855,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0510,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1617,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1843,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_2250,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_2140,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0827,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0430,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_A_RD_2300,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0747,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_0909,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1120,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1300,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1706,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1144,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1247,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1626,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1656,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_2017,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1720,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_2005,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0535,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0544,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_0949,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0613,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0510,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_0652,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1031,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1223,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_1422,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1828,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1247,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_1409,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,N,00602_A_N_1748,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_1759,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_2210,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_1823,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,S,00602_A_S_2140,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00602,RD,00602_B_RD_0651,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,S,00602_B_S_0705,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,N,00602_B_N_1111,Novi Beograd /Blok 44/,,1,,00602_direction_B_osnovna_linija_B,0
00602,RD,00602_A_RD_0713,SRC Surčin,,0,,00602_direction_A_osnovna_linija_A,0
00603,N,00603_B_N_2045,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1650,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_2310,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_2000,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_1118,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1615,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0924,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1530,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1105,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1726,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_0845,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_0850,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1532,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_0800,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_2300,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_2355,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_0630,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_2215,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_0545,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_2220,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_1227,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1830,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_1033,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1745,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1235,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1835,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_1100,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1020,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1641,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_1015,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_0619,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_0728,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_0845,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0539,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_0800,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_0605,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1336,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_2045,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_1142,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_2000,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1405,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1944,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_1315,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1150,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1750,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_1230,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_1445,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_0837,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1100,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0645,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1015,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_0735,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1445,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_2305,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_0520,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1251,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_2220,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1535,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_2355,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_1530,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1320,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1859,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_2010,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_1700,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_0946,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1315,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0752,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1230,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_0905,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1554,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_0545,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_0650,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1400,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_0500,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1705,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_2135,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_1745,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1450,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_B_N_2000,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1620,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_2220,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_1915,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_1055,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1530,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0901,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1445,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1035,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1703,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_0800,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_0820,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1509,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_0715,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1835,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_2305,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_0545,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_1750,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_0500,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_2130,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_1204,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_1745,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_1010,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_1700,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_B_S_1205,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_1812,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,N,00603_B_N_1015,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_A_S_0950,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_A_RD_1618,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,N,00603_A_N_0930,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,RD,00603_B_RD_0555,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_B_RD_0705,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,S,00603_B_S_0800,Ledine,,1,,00603_direction_B_osnovna_linija_B,0
00603,RD,00603_A_RD_0500,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
00603,S,00603_A_S_0715,Ugrinovci,,0,,00603_direction_A_osnovna_linija_A,0
